sinal_id,datahora_sinal,datahora_entrada,datahora_saida,horario_sinal,direcao,dow,token,pontos,resultado,config_id
1261,2025-11-10 03:48:00,2025-11-10 03:50:00,2025-11-10 06:14:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,45
1262,2025-11-10 10:30:00,2025-11-10 10:32:00,2025-11-10 11:34:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,45
1274,2025-11-14 10:30:00,2025-11-14 10:32:00,2025-11-14 10:42:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,45
1275,2025-11-16 20:58:00,2025-11-16 21:00:00,2025-11-16 21:32:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,45
1284,2025-11-19 20:58:00,2025-11-19 21:00:00,2025-11-19 21:44:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,45
1292,2025-11-24 10:30:00,2025-11-24 10:32:00,2025-11-24 11:32:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,45
1319,2025-12-05 10:30:00,2025-12-05 10:32:00,2025-12-05 10:38:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,45
1352,2026-01-02 10:30:00,2026-01-02 10:32:00,2026-01-02 10:50:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,45
1370,2026-01-12 10:30:00,2026-01-12 10:32:00,2026-01-12 12:04:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,45
1400,2026-01-26 10:30:00,2026-01-26 10:32:00,2026-01-26 20:56:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,45
1412,2026-01-30 10:30:00,2026-01-30 10:32:00,2026-01-30 10:58:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,45
1430,2026-02-09 10:30:00,2026-02-09 10:32:00,2026-02-09 11:10:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,45
1462,2026-02-24 03:48:00,2026-02-24 03:50:00,2026-02-24 06:06:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,45
1474,2026-03-02 03:48:00,2026-03-02 03:50:00,2026-03-02 04:06:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,45
1489,2026-03-09 03:48:00,2026-03-09 03:50:00,2026-03-09 04:16:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,45
1490,2026-03-09 10:30:00,2026-03-09 10:32:00,2026-03-09 11:26:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,45
1502,2026-03-13 10:30:00,2026-03-13 10:32:00,2026-03-13 10:42:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,45
1503,2026-03-15 20:58:00,2026-03-15 21:00:00,2026-03-16 01:00:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,45
1505,2026-03-16 10:30:00,2026-03-16 10:32:00,2026-03-16 14:08:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,45
1517,2026-03-20 10:30:00,2026-03-20 10:32:00,2026-03-20 12:32:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,45
1518,2026-03-22 20:58:00,2026-03-22 21:00:00,2026-03-23 01:12:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,45
1533,2026-03-29 20:58:00,2026-03-29 21:00:00,2026-03-29 21:46:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,45
1548,2026-04-06 03:48:00,2026-04-06 03:50:00,2026-04-06 05:46:00,03:48,BUY,Monday,03:48|BUY|Monday,-117.0,STOP,45
1562,2026-04-12 20:58:00,2026-04-12 21:00:00,2026-04-13 03:02:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,45
1566,2026-04-14 03:48:00,2026-04-14 03:50:00,2026-04-14 07:28:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,45
1577,2026-04-19 20:58:00,2026-04-19 21:00:00,2026-04-20 07:48:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,45
1592,2026-04-26 20:58:00,2026-04-26 21:00:00,2026-04-27 02:00:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,45
1593,2026-04-27 03:48:00,2026-04-27 03:50:00,2026-04-27 06:10:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,45
1607,2026-05-03 20:58:00,2026-05-03 21:00:00,2026-05-04 05:02:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,45
1611,2026-05-05 03:48:00,2026-05-05 03:50:00,2026-05-05 07:10:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,45
1616,2026-05-06 20:58:00,2026-05-06 21:00:00,2026-05-07 02:06:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,45
1622,2026-05-10 20:58:00,2026-05-10 21:00:00,2026-05-11 08:32:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,45
1624,2026-05-11 10:30:00,2026-05-11 10:32:00,2026-05-11 10:54:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,45
1646,2026-05-20 20:58:00,2026-05-20 21:00:00,2026-05-20 21:18:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,45
1,2024-03-15 10:30:00,2024-03-15 10:32:00,2024-03-15 10:44:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
4,2024-03-18 10:30:00,2024-03-18 10:32:00,2024-03-18 11:24:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
11,2024-03-20 20:58:00,2024-03-20 21:00:00,2024-03-21 03:58:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
17,2024-03-24 20:58:00,2024-03-24 21:00:00,2024-03-25 08:06:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,46
21,2024-03-26 03:48:00,2024-03-26 03:50:00,2024-03-26 08:04:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
29,2024-03-31 20:58:00,2024-03-31 21:00:00,2024-04-01 10:14:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,46
33,2024-04-02 03:48:00,2024-04-02 03:50:00,2024-04-02 09:38:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,-117.0,STOP,46
38,2024-04-03 20:58:00,2024-04-03 21:00:00,2024-04-04 09:46:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
74,2024-04-21 20:58:00,2024-04-21 21:00:00,2024-04-22 10:48:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
88,2024-04-26 10:30:00,2024-04-26 10:32:00,2024-04-26 10:56:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
89,2024-04-28 20:58:00,2024-04-28 21:00:00,2024-04-29 10:30:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
98,2024-05-01 20:58:00,2024-05-01 21:00:00,2024-05-02 04:50:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
121,2024-05-13 10:30:00,2024-05-13 10:32:00,2024-05-14 09:30:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,46
128,2024-05-15 20:58:00,2024-05-15 21:00:00,2024-05-17 15:00:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,46
134,2024-05-19 20:58:00,2024-05-19 21:00:00,2024-05-20 10:50:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
143,2024-05-22 20:58:00,2024-05-22 21:00:00,2024-05-22 23:56:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
153,2024-05-28 03:48:00,2024-05-28 03:50:00,2024-05-28 15:38:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,-117.0,STOP,46
164,2024-06-02 20:58:00,2024-06-02 21:00:00,2024-06-02 21:20:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
165,2024-06-03 03:48:00,2024-06-03 03:50:00,2024-06-03 10:30:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
166,2024-06-03 10:30:00,2024-06-03 10:32:00,2024-06-03 11:52:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,46
223,2024-06-28 10:30:00,2024-06-28 10:32:00,2024-06-28 11:00:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
268,2024-07-19 10:30:00,2024-07-19 10:32:00,2024-07-19 10:40:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
283,2024-07-26 10:30:00,2024-07-26 10:32:00,2024-07-26 10:46:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
284,2024-07-28 20:58:00,2024-07-28 21:00:00,2024-07-28 21:26:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
293,2024-07-31 20:58:00,2024-07-31 21:00:00,2024-08-01 05:08:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,46
314,2024-08-11 20:58:00,2024-08-11 21:00:00,2024-08-12 04:50:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
318,2024-08-13 03:48:00,2024-08-13 03:50:00,2024-08-13 04:08:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
361,2024-09-02 10:30:00,2024-09-02 10:32:00,2024-09-02 19:02:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
363,2024-09-03 03:48:00,2024-09-03 03:50:00,2024-09-03 04:32:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
375,2024-09-09 03:48:00,2024-09-09 03:50:00,2024-09-09 04:52:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
376,2024-09-09 10:30:00,2024-09-09 10:32:00,2024-09-09 10:52:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
388,2024-09-13 10:30:00,2024-09-13 10:32:00,2024-09-13 11:24:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
389,2024-09-15 20:58:00,2024-09-15 21:00:00,2024-09-16 10:12:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,46
393,2024-09-17 03:48:00,2024-09-17 03:50:00,2024-09-17 04:42:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
398,2024-09-18 20:58:00,2024-09-18 21:00:00,2024-09-18 21:00:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
404,2024-09-22 20:58:00,2024-09-22 21:00:00,2024-09-22 21:48:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
408,2024-09-24 03:48:00,2024-09-24 03:50:00,2024-09-24 05:18:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
413,2024-09-25 20:58:00,2024-09-25 21:00:00,2024-09-25 23:36:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
419,2024-09-29 20:58:00,2024-09-29 21:00:00,2024-09-29 23:34:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,46
421,2024-09-30 10:30:00,2024-09-30 10:32:00,2024-09-30 15:20:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,46
436,2024-10-07 10:30:00,2024-10-07 10:32:00,2024-10-07 15:30:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,46
448,2024-10-11 10:30:00,2024-10-11 10:32:00,2024-10-11 11:16:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
451,2024-10-14 10:30:00,2024-10-14 10:32:00,2024-10-14 10:42:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
466,2024-10-21 10:30:00,2024-10-21 10:32:00,2024-10-21 10:48:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
483,2024-10-29 03:48:00,2024-10-29 03:50:00,2024-10-29 11:24:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
493,2024-11-01 10:30:00,2024-11-01 10:32:00,2024-11-01 11:12:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
498,2024-11-05 03:48:00,2024-11-05 03:50:00,2024-11-05 11:30:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
501,2024-11-06 20:58:00,2024-11-06 21:00:00,2024-11-07 02:32:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
506,2024-11-08 10:30:00,2024-11-08 10:32:00,2024-11-10 20:06:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
507,2024-11-10 20:58:00,2024-11-10 21:00:00,2024-11-11 11:50:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,46
521,2024-11-15 10:30:00,2024-11-15 10:32:00,2024-11-15 11:18:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
522,2024-11-17 20:58:00,2024-11-17 21:00:00,2024-11-17 21:54:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
531,2024-11-20 20:58:00,2024-11-20 21:00:00,2024-11-20 22:14:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,46
541,2024-11-26 03:48:00,2024-11-26 03:50:00,2024-11-26 11:10:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
551,2024-11-29 10:30:00,2024-11-29 10:32:00,2024-11-29 12:10:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
554,2024-12-02 10:30:00,2024-12-02 10:32:00,2024-12-02 11:30:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
584,2024-12-16 10:30:00,2024-12-16 10:32:00,2024-12-16 11:52:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
597,2025-01-01 20:58:00,2025-01-01 21:00:00,2025-01-01 21:16:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,46
603,2025-01-05 20:58:00,2025-01-05 21:00:00,2025-01-06 04:34:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
617,2025-01-10 10:30:00,2025-01-10 10:32:00,2025-01-10 10:32:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
627,2025-01-15 20:58:00,2025-01-15 21:00:00,2025-01-16 04:04:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
634,2025-01-20 03:48:00,2025-01-20 03:50:00,2025-01-20 10:30:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
635,2025-01-20 10:30:00,2025-01-20 10:32:00,2025-01-20 10:52:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
665,2025-02-03 10:30:00,2025-02-03 10:32:00,2025-02-03 11:38:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
672,2025-02-05 20:58:00,2025-02-05 21:00:00,2025-02-06 02:22:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
677,2025-02-07 10:30:00,2025-02-07 10:32:00,2025-02-07 11:32:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
678,2025-02-09 20:58:00,2025-02-09 21:00:00,2025-02-09 21:58:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
680,2025-02-10 10:30:00,2025-02-10 10:32:00,2025-02-10 12:04:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
687,2025-02-12 20:58:00,2025-02-12 21:00:00,2025-02-13 05:30:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,46
697,2025-02-18 03:48:00,2025-02-18 03:50:00,2025-02-18 11:46:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,-117.0,STOP,46
724,2025-03-03 03:48:00,2025-03-03 03:50:00,2025-03-03 09:02:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
747,2025-03-12 20:58:00,2025-03-12 21:00:00,2025-03-13 00:06:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,46
757,2025-03-18 03:48:00,2025-03-18 03:50:00,2025-03-18 05:30:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
762,2025-03-19 20:58:00,2025-03-19 21:00:00,2025-03-20 00:08:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
767,2025-03-21 10:30:00,2025-03-21 10:32:00,2025-03-21 17:00:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
768,2025-03-23 20:58:00,2025-03-23 21:00:00,2025-03-24 04:14:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
787,2025-04-01 03:48:00,2025-04-01 03:50:00,2025-04-01 04:06:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
802,2025-04-08 03:48:00,2025-04-08 03:50:00,2025-04-08 04:20:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
814,2025-04-14 03:48:00,2025-04-14 03:50:00,2025-04-14 05:04:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
815,2025-04-14 10:30:00,2025-04-14 10:32:00,2025-04-14 10:40:00,10:30,BUY,Monday,10:30|BUY|Monday,-117.0,STOP,46
829,2025-04-22 03:48:00,2025-04-22 03:50:00,2025-04-22 03:58:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
841,2025-04-28 03:48:00,2025-04-28 03:50:00,2025-04-28 09:46:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
849,2025-04-30 20:58:00,2025-04-30 21:00:00,2025-05-01 02:34:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
857,2025-05-05 10:30:00,2025-05-05 10:32:00,2025-05-05 10:56:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
884,2025-05-16 10:30:00,2025-05-16 10:32:00,2025-05-16 11:36:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
887,2025-05-19 10:30:00,2025-05-19 10:32:00,2025-05-19 10:36:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
900,2025-05-25 20:58:00,2025-05-25 21:00:00,2025-05-26 03:28:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
901,2025-05-26 03:48:00,2025-05-26 03:50:00,2025-05-26 10:32:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
909,2025-05-28 20:58:00,2025-05-28 21:00:00,2025-05-28 21:54:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
917,2025-06-02 10:30:00,2025-06-02 10:32:00,2025-06-02 10:32:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
919,2025-06-03 03:48:00,2025-06-03 03:50:00,2025-06-03 08:38:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
945,2025-06-15 20:58:00,2025-06-15 21:00:00,2025-06-16 02:34:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
961,2025-06-23 03:48:00,2025-06-23 03:50:00,2025-06-23 04:12:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
964,2025-06-24 03:48:00,2025-06-24 03:50:00,2025-06-24 13:26:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
974,2025-06-27 10:30:00,2025-06-27 10:32:00,2025-06-27 15:30:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1007,2025-07-14 10:30:00,2025-07-14 10:32:00,2025-07-14 12:00:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1020,2025-07-20 20:58:00,2025-07-20 21:00:00,2025-07-21 10:36:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
1034,2025-07-25 10:30:00,2025-07-25 10:32:00,2025-07-25 13:30:00,10:30,SELL,Friday,10:30|SELL|Friday,-117.0,STOP,46
1049,2025-08-01 10:30:00,2025-08-01 10:32:00,2025-08-01 10:32:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1052,2025-08-04 10:30:00,2025-08-04 10:32:00,2025-08-04 10:36:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1054,2025-08-05 03:48:00,2025-08-05 03:50:00,2025-08-05 11:26:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,-117.0,STOP,46
1069,2025-08-12 03:48:00,2025-08-12 03:50:00,2025-08-12 09:30:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
1079,2025-08-15 10:30:00,2025-08-15 10:32:00,2025-08-15 10:46:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1080,2025-08-17 20:58:00,2025-08-17 21:00:00,2025-08-18 11:46:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,46
1109,2025-08-29 10:30:00,2025-08-29 10:32:00,2025-08-29 10:38:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1110,2025-08-31 20:58:00,2025-08-31 21:00:00,2025-09-01 01:30:00,20:58,BUY,Sunday,20:58|BUY|Sunday,-117.0,STOP,46
1125,2025-09-07 20:58:00,2025-09-07 21:00:00,2025-09-08 10:36:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
1141,2025-09-15 03:48:00,2025-09-15 03:50:00,2025-09-15 10:30:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
1142,2025-09-15 10:30:00,2025-09-15 10:32:00,2025-09-15 10:56:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1149,2025-09-17 20:58:00,2025-09-17 21:00:00,2025-09-18 00:02:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
1157,2025-09-22 10:30:00,2025-09-22 10:32:00,2025-09-22 11:20:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1170,2025-09-28 20:58:00,2025-09-28 21:00:00,2025-09-29 01:04:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
1171,2025-09-29 03:48:00,2025-09-29 03:50:00,2025-09-29 09:46:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
1186,2025-10-06 03:48:00,2025-10-06 03:50:00,2025-10-06 07:50:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
1200,2025-10-12 20:58:00,2025-10-12 21:00:00,2025-10-12 22:04:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
1201,2025-10-13 03:48:00,2025-10-13 03:50:00,2025-10-13 04:10:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
1217,2025-10-20 10:30:00,2025-10-20 10:32:00,2025-10-20 10:48:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1239,2025-10-29 20:58:00,2025-10-29 21:00:00,2025-10-29 21:14:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
1244,2025-10-31 10:30:00,2025-10-31 10:32:00,2025-10-31 10:44:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1245,2025-11-02 20:58:00,2025-11-02 21:00:00,2025-11-03 06:18:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
1254,2025-11-05 20:58:00,2025-11-05 21:00:00,2025-11-05 21:26:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,-117.0,STOP,46
1259,2025-11-07 10:30:00,2025-11-07 10:32:00,2025-11-07 11:30:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1260,2025-11-09 20:58:00,2025-11-09 21:00:00,2025-11-09 22:18:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
1261,2025-11-10 03:48:00,2025-11-10 03:50:00,2025-11-10 06:14:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
1262,2025-11-10 10:30:00,2025-11-10 10:32:00,2025-11-10 11:34:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1274,2025-11-14 10:30:00,2025-11-14 10:32:00,2025-11-14 10:42:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1275,2025-11-16 20:58:00,2025-11-16 21:00:00,2025-11-16 21:32:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
1284,2025-11-19 20:58:00,2025-11-19 21:00:00,2025-11-19 21:44:00,20:58,BUY,Wednesday,20:58|BUY|Wednesday,50.5,TAKE,46
1292,2025-11-24 10:30:00,2025-11-24 10:32:00,2025-11-24 11:32:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1319,2025-12-05 10:30:00,2025-12-05 10:32:00,2025-12-05 10:38:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1352,2026-01-02 10:30:00,2026-01-02 10:32:00,2026-01-02 10:50:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1370,2026-01-12 10:30:00,2026-01-12 10:32:00,2026-01-12 12:04:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1400,2026-01-26 10:30:00,2026-01-26 10:32:00,2026-01-26 20:56:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1412,2026-01-30 10:30:00,2026-01-30 10:32:00,2026-01-30 10:58:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1430,2026-02-09 10:30:00,2026-02-09 10:32:00,2026-02-09 11:10:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1462,2026-02-24 03:48:00,2026-02-24 03:50:00,2026-02-24 06:06:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
1489,2026-03-09 03:48:00,2026-03-09 03:50:00,2026-03-09 04:16:00,03:48,BUY,Monday,03:48|BUY|Monday,50.5,TAKE,46
1490,2026-03-09 10:30:00,2026-03-09 10:32:00,2026-03-09 11:26:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1502,2026-03-13 10:30:00,2026-03-13 10:32:00,2026-03-13 10:42:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1503,2026-03-15 20:58:00,2026-03-15 21:00:00,2026-03-16 01:00:00,20:58,BUY,Sunday,20:58|BUY|Sunday,50.5,TAKE,46
1505,2026-03-16 10:30:00,2026-03-16 10:32:00,2026-03-16 14:08:00,10:30,BUY,Monday,10:30|BUY|Monday,50.5,TAKE,46
1517,2026-03-20 10:30:00,2026-03-20 10:32:00,2026-03-20 12:32:00,10:30,SELL,Friday,10:30|SELL|Friday,50.5,TAKE,46
1548,2026-04-06 03:48:00,2026-04-06 03:50:00,2026-04-06 05:46:00,03:48,BUY,Monday,03:48|BUY|Monday,-117.0,STOP,46
1566,2026-04-14 03:48:00,2026-04-14 03:50:00,2026-04-14 07:28:00,03:48,BUY,Tuesday,03:48|BUY|Tuesday,50.5,TAKE,46
